request_calc_id,product_type,bank_id,target,position,revenue,rank_true,rank_pred,score,bank_name
00011f01-fd69-45a7-8c60-6198bf35aa14,Кредиты,170,1.0,1,123.41,1.0,2.0,0.03883051621745089,Совкомбанк
00011f01-fd69-45a7-8c60-6198bf35aa14,Микрокредиты,194902,0.0,3,218.02,2.0,1.0,0.654296875,Займер
003a1e7b-4788-4c55-bff8-b6a69d528fbd,Микрокредиты,196779,0.0,19,213.49,1.0,1.0,0.22970159611380986,До зарплаты
003a1e7b-4788-4c55-bff8-b6a69d528fbd,Микрокредиты,209044,0.0,20,137.18,2.0,3.0,0.1891117478510029,Credit7
003a1e7b-4788-4c55-bff8-b6a69d528fbd,Микрокредиты,7778241,1.0,21,55.4,3.0,2.0,0.22970159611380986,А деньги
003a1e7b-4788-4c55-bff8-b6a69d528fbd,Микрокредиты,146714,0.0,25,60.16,4.0,4.0,0.17264081931236283,Е заем
0053b916-8edb-49b8-88a8-a7a505d07331,Кредитные карты,276,0.0,1,0.0,1.0,15.0,0.009499136442141624,Сбербанк
0053b916-8edb-49b8-88a8-a7a505d07331,Кредиты,170,1.0,3,123.41,2.0,11.0,0.08641160949868076,Совкомбанк
0053b916-8edb-49b8-88a8-a7a505d07331,Кредитные карты,170,0.0,4,35.21,3.0,6.0,0.14630467571644043,Совкомбанк
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,194902,0.0,5,218.02,4.0,1.0,0.654296875,Займер
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,191204,0.0,6,211.31,5.0,7.0,0.1395973154362416,One click money
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,150495,0.0,7,231.78,6.0,2.0,0.2572741194486983,Веб-займ
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,156561,0.0,9,140.7,7.0,3.0,0.1891117478510029,Webbankir
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,165221,0.0,10,193.51,8.0,4.0,0.17264081931236283,Турбозайм
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,165738,0.0,11,300.66,9.0,12.0,0.07002518891687658,Деньги на дом
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,201603,0.0,15,69.48,10.0,13.0,0.04459016393442623,Деньги сразу
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,194904,0.0,17,82.18,11.0,9.0,0.0975609756097561,Joymoney
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,209119,0.0,18,133.6,12.0,10.0,0.08980355472404115,Надо денег
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,196779,0.0,22,213.49,13.0,5.0,0.1640571817562968,До зарплаты
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,209044,0.0,23,137.18,14.0,8.0,0.12920526572403707,Credit7
0053b916-8edb-49b8-88a8-a7a505d07331,Микрокредиты,146714,0.0,28,60.16,15.0,14.0,0.04459016393442623,Е заем
005510fa-1dcd-4471-b0f7-977e1c4bd88f,Кредиты,170,1.0,2,123.41,1.0,1.0,0.08641160949868076,Совкомбанк
005510fa-1dcd-4471-b0f7-977e1c4bd88f,Кредиты,170,0.0,4,166.24,2.0,2.0,0.08641160949868076,Совкомбанк
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,156561,0.0,2,36.23,1.0,8.0,0.005698005698005698,Webbankir
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,194902,0.0,3,201.91,2.0,1.0,0.08980355472404115,Займер
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,191204,0.0,4,96.34,3.0,6.0,0.016822429906542057,One click money
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,150495,0.0,6,152.36,4.0,2.0,0.057692307692307696,Веб-займ
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,165221,0.0,7,147.61,5.0,3.0,0.02616165560327997,Турбозайм
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,143000,0.0,8,69.76,6.0,4.0,0.02616165560327997,Быстроденьги
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,209119,0.0,10,58.82,7.0,9.0,0.005698005698005698,Надо денег
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,201603,0.0,11,101.32,8.0,11.0,0.0017006802721088435,Деньги сразу
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,194904,0.0,13,56.45,9.0,7.0,0.013636363636363636,Joymoney
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,165135,0.0,14,92.62,10.0,5.0,0.02616165560327997,Срочноденьги
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,209044,0.0,18,116.23,11.0,10.0,0.005698005698005698,Credit7
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,165596,0.0,22,21.63,12.0,15.0,0.0,Монеза
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,7778216,1.0,27,48.87,13.0,12.0,0.0017006802721088435,Кредиска
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,165738,1.0,28,222.82,14.0,13.0,0.0017006802721088435,Деньги на дом
005da632-b8c1-4662-a3c9-3c35cd2f8cce,Микрокредиты,146714,0.0,31,36.63,15.0,14.0,0.0017006802721088435,Е заем
00774280-9974-4b6c-8216-434171f40da9,Кредитные карты,276,0.0,1,0.0,1.0,7.0,0.0006718172657037286,Сбербанк
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,156561,0.0,3,574.07,2.0,4.0,0.005698005698005698,Webbankir
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,194902,0.0,4,833.33,3.0,1.0,0.022492401215805473,Займер
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,191204,0.0,5,1095.68,4.0,8.0,0.0,One click money
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,150495,0.0,7,242.25,5.0,6.0,0.0017006802721088435,Веб-займ
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,165221,0.0,8,251.1,6.0,3.0,0.008421052631578947,Турбозайм
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,143000,0.0,9,184.52,7.0,2.0,0.013636363636363636,Быстроденьги
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,209119,0.0,11,0.0,8.0,5.0,0.005698005698005698,Надо денег
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,201603,0.0,12,221.35,9.0,9.0,0.0,Деньги сразу
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,194904,0.0,14,0.0,10.0,10.0,0.0,Joymoney
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,165135,0.0,15,0.0,11.0,11.0,0.0,Срочноденьги
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,196779,0.0,19,0.0,12.0,12.0,0.0,До зарплаты
00774280-9974-4b6c-8216-434171f40da9,Микрокредиты,7778464,1.0,24,361.11,13.0,13.0,0.0,Finters
008b9416-7b70-4945-9d9c-e2f6216fdb21,Кредитные карты,276,1.0,1,0.0,1.0,4.0,0.0022624434389140274,Сбербанк
008b9416-7b70-4945-9d9c-e2f6216fdb21,Микрокредиты,156561,0.0,3,134.77,2.0,2.0,0.2779438135086671,Webbankir
008b9416-7b70-4945-9d9c-e2f6216fdb21,Микрокредиты,194902,0.0,4,312.5,3.0,1.0,0.654296875,Займер
008b9416-7b70-4945-9d9c-e2f6216fdb21,Микрокредиты,191204,0.0,5,200.49,4.0,3.0,0.1537610619469026,One click money
00a23553-f09e-4260-acf2-803455940b7a,Кредиты,170,1.0,1,123.41,1.0,7.0,0.02125734961555857,Совкомбанк
00a23553-f09e-4260-acf2-803455940b7a,Кредиты,170,0.0,2,166.24,2.0,8.0,0.02125734961555857,Совкомбанк
00a23553-f09e-4260-acf2-803455940b7a,Кредитные карты,276,0.0,3,0.0,3.0,9.0,0.000555247084952804,Сбербанк
00a23553-f09e-4260-acf2-803455940b7a,Кредитные карты,170,0.0,4,35.21,4.0,6.0,0.07554744525547445,Совкомбанк
00a23553-f09e-4260-acf2-803455940b7a,Микрокредиты,156561,0.0,6,140.7,5.0,5.0,0.12920526572403707,Webbankir
00a23553-f09e-4260-acf2-803455940b7a,Микрокредиты,194902,0.0,7,218.02,6.0,1.0,0.45105328376703835,Займер
00a23553-f09e-4260-acf2-803455940b7a,Микрокредиты,150495,0.0,9,231.78,7.0,2.0,0.3117283950617284,Веб-займ
00a23553-f09e-4260-acf2-803455940b7a,Микрокредиты,165221,0.0,10,193.51,8.0,4.0,0.1891117478510029,Турбозайм
00a23553-f09e-4260-acf2-803455940b7a,Микрокредиты,143000,0.0,11,82.42,9.0,3.0,0.22970159611380986,Быстроденьги
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,194902,0.0,2,218.02,1.0,1.0,0.5399999999999996,Займер
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,191204,0.0,3,211.31,2.0,7.0,0.15895765472312703,One click money
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,150495,0.0,5,231.78,3.0,2.0,0.2779438135086671,Веб-займ
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,165221,0.0,6,193.51,4.0,4.0,0.1891117478510029,Турбозайм
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,143000,0.0,7,82.42,5.0,3.0,0.22970159611380986,Быстроденьги
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,209119,0.0,9,133.6,6.0,10.0,0.08980355472404115,Надо денег
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,201603,0.0,10,69.48,7.0,12.0,0.04459016393442623,Деньги сразу
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,194904,0.0,11,82.18,8.0,8.0,0.12920526572403707,Joymoney
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,165135,1.0,12,194.75,9.0,5.0,0.17264081931236283,Срочноденьги
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,196779,0.0,15,213.49,10.0,6.0,0.17264081931236283,До зарплаты
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,209044,0.0,16,137.18,11.0,9.0,0.0975609756097561,Credit7
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,165596,0.0,19,46.83,12.0,14.0,0.022492401215805473,Монеза
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,165738,0.0,26,300.66,13.0,11.0,0.07002518891687658,Деньги на дом
00a780cf-5443-44ff-9da6-51e8a8479fde,Микрокредиты,146714,0.0,29,60.16,14.0,13.0,0.04314159292035398,Е заем
00c5dee5-ccd3-4656-bc7a-24cbcd0ae1fb,Кредиты,170,1.0,1,234.38,1.0,6.0,0.03883051621745089,Совкомбанк
00c5dee5-ccd3-4656-bc7a-24cbcd0ae1fb,Микрокредиты,156561,0.0,5,574.07,2.0,5.0,0.1395973154362416,Webbankir
00c5dee5-ccd3-4656-bc7a-24cbcd0ae1fb,Микрокредиты,194902,0.0,6,833.33,3.0,1.0,0.513574660633484,Займер
00c5dee5-ccd3-4656-bc7a-24cbcd0ae1fb,Микрокредиты,150495,0.0,9,242.25,4.0,2.0,0.3295880149812734,Веб-займ
00c5dee5-ccd3-4656-bc7a-24cbcd0ae1fb,Микрокредиты,165221,0.0,10,251.1,5.0,4.0,0.1891117478510029,Турбозайм
00c5dee5-ccd3-4656-bc7a-24cbcd0ae1fb,Микрокредиты,143000,0.0,11,184.52,6.0,3.0,0.23960066555740434,Быстроденьги
00c940f0-ad7b-420b-b43e-19176b6b3137,Кредитные карты,276,0.0,3,0.0,1.0,7.0,0.0016638935108153079,Сбербанк
00c940f0-ad7b-420b-b43e-19176b6b3137,Микрокредиты,194902,0.0,11,218.02,2.0,1.0,0.7345679012345679,Займер
00c940f0-ad7b-420b-b43e-19176b6b3137,Микрокредиты,191204,0.0,12,211.31,3.0,6.0,0.22970159611380986,One click money
00c940f0-ad7b-420b-b43e-19176b6b3137,Микрокредиты,150495,0.0,14,231.78,4.0,2.0,0.3956127080181543,Веб-займ
00c940f0-ad7b-420b-b43e-19176b6b3137,Микрокредиты,165221,1.0,15,193.51,5.0,3.0,0.33255633255633255,Турбозайм
00c940f0-ad7b-420b-b43e-19176b6b3137,Микрокредиты,143000,1.0,16,82.42,6.0,4.0,0.33255633255633255,Быстроденьги
00c940f0-ad7b-420b-b43e-19176b6b3137,Микрокредиты,209119,0.0,18,133.6,7.0,5.0,0.23960066555740434,Надо денег
00e3d796-9454-4a68-aebe-81e14f722024,Кредиты,170,1.0,1,123.41,1.0,16.0,0.012868632707774798,Совкомбанк
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,156561,0.0,3,140.7,2.0,2.0,0.3956127080181543,Webbankir
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,194902,0.0,4,218.02,3.0,1.0,0.6514522821576764,Займер
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,191204,0.0,5,211.31,4.0,11.0,0.17264081931236283,One click money
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,150495,0.0,7,231.78,5.0,5.0,0.2779438135086671,Веб-займ
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,165221,0.0,8,193.51,6.0,3.0,0.33255633255633255,Турбозайм
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,143000,0.0,9,82.42,7.0,4.0,0.33255633255633255,Быстроденьги
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,209119,0.0,11,133.6,8.0,12.0,0.17264081931236283,Надо денег
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,201603,0.0,12,69.48,9.0,14.0,0.15895765472312703,Деньги сразу
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,194904,0.0,14,82.18,10.0,8.0,0.1891117478510029,Joymoney
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,165135,0.0,15,194.75,11.0,6.0,0.23960066555740434,Срочноденьги
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,196779,0.0,19,213.49,12.0,7.0,0.23960066555740434,До зарплаты
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,209044,0.0,20,137.18,13.0,9.0,0.1891117478510029,Credit7
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,165738,0.0,30,300.66,14.0,13.0,0.1640571817562968,Деньги на дом
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,146714,0.0,33,60.16,15.0,10.0,0.1891117478510029,Е заем
00e3d796-9454-4a68-aebe-81e14f722024,Микрокредиты,209120,0.0,34,34.64,16.0,15.0,0.03744798890429958,Финмолл
00f54f13-6db6-4972-8247-81b5886c9c92,Микрокредиты,156561,0.0,2,150.99,1.0,2.0,0.3956127080181543,Webbankir
00f54f13-6db6-4972-8247-81b5886c9c92,Микрокредиты,194902,0.0,3,396.82,2.0,1.0,0.8666666666666667,Займер
00f54f13-6db6-4972-8247-81b5886c9c92,Микрокредиты,191204,0.0,4,94.66,3.0,6.0,0.16666666666666666,One click money
00f54f13-6db6-4972-8247-81b5886c9c92,Микрокредиты,150495,0.0,6,194.97,4.0,3.0,0.36498150431565973,Веб-займ
00f54f13-6db6-4972-8247-81b5886c9c92,Микрокредиты,165221,0.0,7,188.74,5.0,4.0,0.2779438135086671,Турбозайм
00f54f13-6db6-4972-8247-81b5886c9c92,Микрокредиты,143000,1.0,8,81.25,6.0,5.0,0.2779438135086671,Быстроденьги
011c854f-abe8-43a6-a225-403b52e00876,Кредитные карты,276,1.0,1,0.0,1.0,2.0,0.0022624434389140274,Сбербанк
011c854f-abe8-43a6-a225-403b52e00876,Микрокредиты,165738,1.0,31,222.82,2.0,1.0,0.0975609756097561,Деньги на дом
012ae1ad-7ad8-4a45-bc68-a387405f1ae6,Микрокредиты,194902,0.0,1,201.91,1.0,1.0,0.12920526572403707,Займер
012ae1ad-7ad8-4a45-bc68-a387405f1ae6,Микрокредиты,191204,0.0,2,96.34,2.0,4.0,0.022492401215805473,One click money
012ae1ad-7ad8-4a45-bc68-a387405f1ae6,Микрокредиты,150495,0.0,3,152.36,3.0,2.0,0.08980355472404115,Веб-займ
012ae1ad-7ad8-4a45-bc68-a387405f1ae6,Микрокредиты,156561,0.0,5,36.23,4.0,5.0,0.022492401215805473,Webbankir
012ae1ad-7ad8-4a45-bc68-a387405f1ae6,Микрокредиты,165221,0.0,6,147.61,5.0,3.0,0.03744798890429958,Турбозайм
012ae1ad-7ad8-4a45-bc68-a387405f1ae6,Микрокредиты,165738,1.0,7,222.82,6.0,6.0,0.005698005698005698,Деньги на дом
013e12cd-ca73-497e-a768-4e9dad3b3347,Кредитные карты,276,1.0,1,0.0,1.0,2.0,0.0,Сбербанк
013e12cd-ca73-497e-a768-4e9dad3b3347,Микрокредиты,156561,0.0,7,140.7,2.0,1.0,0.02616165560327997,Webbankir
014fc37d-0c94-4c4b-acf1-b920f515808c,Микрокредиты,194902,0.0,1,396.82,1.0,1.0,0.654296875,Займер
014fc37d-0c94-4c4b-acf1-b920f515808c,Микрокредиты,191204,1.0,2,94.66,2.0,3.0,0.2779438135086671,One click money
014fc37d-0c94-4c4b-acf1-b920f515808c,Микрокредиты,150495,0.0,3,194.97,3.0,2.0,0.36498150431565973,Веб-займ
0158b655-49be-430e-8f5d-f7876e12722d,Кредитные карты,276,1.0,1,0.0,1.0,11.0,0.00404040404040404,Сбербанк
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,194902,0.0,2,218.02,2.0,1.0,0.9230769230769231,Займер
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,191204,0.0,3,211.31,3.0,6.0,0.22970159611380986,One click money
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,150495,0.0,4,231.78,4.0,3.0,0.36498150431565973,Веб-займ
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,156561,0.0,6,140.7,5.0,2.0,0.3956127080181543,Webbankir
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,165221,0.0,7,193.51,6.0,5.0,0.2972972972972973,Турбозайм
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,165738,0.0,8,300.66,7.0,9.0,0.1537610619469026,Деньги на дом
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,143000,0.0,10,82.42,8.0,4.0,0.33255633255633255,Быстроденьги
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,201603,0.0,11,69.48,9.0,10.0,0.12920526572403707,Деньги сразу
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,194904,0.0,14,82.18,10.0,7.0,0.1891117478510029,Joymoney
0158b655-49be-430e-8f5d-f7876e12722d,Микрокредиты,209119,0.0,15,133.6,11.0,8.0,0.17264081931236283,Надо денег
01590571-d53a-4daf-8071-c90eee7fc1fb,Кредитные карты,276,1.0,1,0.0,1.0,2.0,0.0006718172657037286,Сбербанк
01590571-d53a-4daf-8071-c90eee7fc1fb,Микрокредиты,156561,0.0,3,0.0,2.0,1.0,0.1640571817562968,Webbankir
015e5db7-4bf1-45e1-855d-514a8596331e,Кредиты,170,1.0,3,73.52,1.0,1.0,0.07018716577540107,Совкомбанк
016559f9-ce66-4427-b5ff-1a6b73e3f899,Кредиты,170,1.0,1,109.97,1.0,13.0,0.07018716577540107,Совкомбанк
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,156561,0.0,4,134.77,2.0,3.0,0.23960066555740434,Webbankir
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,194902,0.0,5,312.5,3.0,1.0,0.654296875,Займер
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,191204,0.0,6,200.49,4.0,8.0,0.1640571817562968,One click money
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,150495,0.0,8,240.95,5.0,2.0,0.33255633255633255,Веб-займ
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,165221,0.0,9,165.5,6.0,5.0,0.20630749014454666,Турбозайм
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,143000,0.0,10,75.29,7.0,4.0,0.23960066555740434,Быстроденьги
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,209119,0.0,12,113.7,8.0,11.0,0.12920526572403707,Надо денег
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,201603,0.0,13,56.42,9.0,14.0,0.07002518891687658,Деньги сразу
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,194904,0.0,15,67.88,10.0,10.0,0.1395973154362416,Joymoney
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,165135,0.0,16,169.32,11.0,6.0,0.1891117478510029,Срочноденьги
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,196779,0.0,20,179.77,12.0,7.0,0.1891117478510029,До зарплаты
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,209044,0.0,21,111.4,13.0,9.0,0.1537610619469026,Credit7
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,165738,0.0,31,310.86,14.0,12.0,0.08980355472404115,Деньги на дом
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,146714,0.0,34,38.81,15.0,15.0,0.07002518891687658,Е заем
016559f9-ce66-4427-b5ff-1a6b73e3f899,Микрокредиты,209120,0.0,35,38.51,16.0,16.0,0.022492401215805473,Финмолл
01801cc6-d06a-4434-a248-b7f96da87bb2,Кредитные карты,276,0.0,1,0.0,1.0,18.0,0.0016638935108153079,Сбербанк
01801cc6-d06a-4434-a248-b7f96da87bb2,Кредиты,170,1.0,3,109.97,2.0,15.0,0.028292989625903806,Совкомбанк
01801cc6-d06a-4434-a248-b7f96da87bb2,Кредиты,170,0.0,6,161.07,3.0,16.0,0.028292989625903806,Совкомбанк
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,194902,0.0,8,312.5,4.0,1.0,0.9230769230769231,Займер
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,191204,0.0,9,200.49,5.0,7.0,0.22970159611380986,One click money
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,150495,0.0,11,240.94,6.0,2.0,0.36498150431565973,Веб-займ
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,165221,0.0,12,165.5,7.0,4.0,0.2779438135086671,Турбозайм
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,143000,0.0,13,75.29,8.0,3.0,0.3295880149812734,Быстроденьги
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,209119,0.0,15,113.7,9.0,10.0,0.17264081931236283,Надо денег
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,201603,0.0,16,56.42,10.0,12.0,0.12920526572403707,Деньги сразу
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,194904,0.0,18,67.88,11.0,8.0,0.1891117478510029,Joymoney
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,165135,0.0,19,169.32,12.0,5.0,0.2779438135086671,Срочноденьги
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,196779,0.0,23,179.77,13.0,6.0,0.2779438135086671,До зарплаты
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,209044,0.0,24,111.4,14.0,9.0,0.1891117478510029,Credit7
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,165596,0.0,27,47.22,15.0,14.0,0.04314159292035398,Монеза
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,165738,0.0,34,310.86,16.0,11.0,0.1537610619469026,Деньги на дом
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,146714,0.0,37,38.81,17.0,13.0,0.12920526572403707,Е заем
01801cc6-d06a-4434-a248-b7f96da87bb2,Микрокредиты,209120,0.0,38,38.51,18.0,17.0,0.02616165560327997,Финмолл
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Кредитные карты,276,1.0,1,0.0,1.0,13.0,0.0050062578222778474,Сбербанк
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,194902,0.0,4,312.5,2.0,1.0,0.513574660633484,Займер
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,150495,0.0,6,240.94,3.0,2.0,0.14619883040935672,Веб-займ
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,143000,0.0,8,75.29,4.0,3.0,0.0975609756097561,Быстроденьги
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,209119,0.0,10,113.7,5.0,7.0,0.03744798890429958,Надо денег
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,201603,0.0,11,56.42,6.0,11.0,0.022492401215805473,Деньги сразу
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,194904,0.0,13,67.88,7.0,8.0,0.02616165560327997,Joymoney
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,165135,0.0,14,169.32,8.0,4.0,0.08365758754863813,Срочноденьги
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,196779,0.0,18,179.77,9.0,5.0,0.08365758754863813,До зарплаты
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,209044,0.0,19,111.4,10.0,6.0,0.04314159292035398,Credit7
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,165596,0.0,22,47.22,11.0,12.0,0.005698005698005698,Монеза
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,165738,0.0,28,310.86,12.0,9.0,0.02616165560327997,Деньги на дом
018e0c1d-6cd5-4fb7-9c30-11a412be1af5,Микрокредиты,146714,0.0,31,38.81,13.0,10.0,0.02616165560327997,Е заем
01963439-807a-4873-ad40-28640961f65d,Кредитные карты,276,0.0,1,0.0,1.0,16.0,0.0006718172657037286,Сбербанк
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,156561,0.0,3,134.77,2.0,2.0,0.3956127080181543,Webbankir
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,194902,0.0,4,312.5,3.0,1.0,0.7345679012345679,Займер
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,191204,0.0,5,200.49,4.0,8.0,0.20630749014454666,One click money
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,150495,0.0,7,240.94,5.0,3.0,0.36498150431565973,Веб-займ
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,165221,0.0,8,165.5,6.0,5.0,0.2779438135086671,Турбозайм
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,143000,0.0,9,75.29,7.0,4.0,0.3117283950617284,Быстроденьги
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,209119,0.0,11,113.7,8.0,10.0,0.17264081931236283,Надо денег
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,201603,0.0,12,56.42,9.0,13.0,0.12920526572403707,Деньги сразу
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,194904,0.0,14,67.88,10.0,11.0,0.17264081931236283,Joymoney
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,165135,0.0,15,169.32,11.0,6.0,0.2572741194486983,Срочноденьги
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,196779,1.0,19,179.77,12.0,7.0,0.2572741194486983,До зарплаты
01963439-807a-4873-ad40-28640961f65d,Микрокредиты,209044,0.0,20,111.4,13.0,9.0,0.1891117478510029,Credit7
