a,b,res
0.79,0.61,415694.98
0.79,0.62,415785.07
0.79,0.63,415785.07
0.79,0.64,415785.07
0.79,0.65,415785.07
0.79,0.66,415785.07
0.79,0.67,416820.75
0.79,0.68,417017.32
0.79,0.6900000000000001,417223.08999999997
0.79,0.7000000000000001,417223.08999999997
0.79,0.71,417223.08999999997
0.79,0.72,417223.08999999997
0.79,0.73,417223.08999999997
0.79,0.74,417234.71
0.79,0.75,417234.71
0.79,0.76,417234.71
0.79,0.77,417234.70999999996
0.79,0.78,417431.27999999997
0.79,0.79,417431.27999999997
0.79,0.8,417431.27999999997
0.79,0.81,417431.27999999997
0.79,0.8200000000000001,417431.27999999997
0.79,0.8300000000000001,417597.01
0.79,0.84,417597.01
0.79,0.85,417597.01
0.79,0.86,417597.01
0.79,0.87,417803.19
0.79,0.88,417803.19
0.79,0.89,417803.19
0.79,0.9,417979.29
0.79,0.91,418368.27999999997
0.79,0.92,418368.27999999997
0.79,0.93,418368.27999999997
0.79,0.9400000000000001,418185.47
0.79,0.9500000000000001,418185.47
0.79,0.96,418185.47
0.79,0.97,418185.47
0.79,0.98,418002.66
0.79,0.99,418002.66
0.79,1.0,418002.66
0.8,0.0,269317.28
0.8,0.01,349900.18000000005
0.8,0.02,390462.64
0.8,0.03,398297.11
0.8,0.04,399836.61
0.8,0.05,402949.23
0.8,0.06,405713.23
0.8,0.07,406414.87000000005
0.8,0.08,407718.54000000004
0.8,0.09,407653.91000000003
0.8,0.1,407237.55999999994
0.8,0.11,406875.6
0.8,0.12,409049.35
0.8,0.13,410090.43
0.8,0.14,411426.70000000007
0.8,0.15,409671.23
0.8,0.16,408442.38
0.8,0.17,409133.86
0.8,0.18,410173.34
0.8,0.19,409362.57
0.8,0.2,408323.67000000004
0.8,0.21,409447.29000000004
0.8,0.22,409912.3300000001
0.8,0.23,409750.64
0.8,0.24,410457.85
0.8,0.25,411759.55000000005
0.8,0.26,411995.80000000005
0.8,0.27,411285.2
0.8,0.28,410473.61
0.8,0.29,410885.97
0.8,0.3,410626.42
0.8,0.31,410826.83999999997
0.8,0.32,410654.58999999997
0.8,0.33,410620.32
0.8,0.34,410342.57999999996
0.8,0.35000000000000003,410399.0
0.8,0.36,410870.83999999997
0.8,0.37,411101.6
0.8,0.38,410908.62
0.8,0.39,411108.08999999997
0.8,0.4,411108.08999999997
0.8,0.41000000000000003,410806.03
0.8,0.42,410831.87
0.8,0.43,411144.08
0.8,0.44,411764.63
0.8,0.45,412267.39
0.8,0.46,412852.95
0.8,0.47000000000000003,413070.75
0.8,0.48,413176.24
0.8,0.49,413206.69999999995
0.8,0.5,413745.1
0.8,0.51,413548.53
0.8,0.52,413859.51999999996
0.8,0.53,414192.13
0.8,0.54,414393.57999999996
0.8,0.55,414393.57999999996
0.8,0.56,415184.23
0.8,0.5700000000000001,415310.06
0.8,0.58,415310.06
0.8,0.59,415662.26
0.8,0.6,415662.26
0.8,0.61,415662.26
0.8,0.62,415785.07
0.8,0.63,415785.07
0.8,0.64,415785.07
0.8,0.65,415785.07
0.8,0.66,415785.07
0.8,0.67,415785.07
0.8,0.68,416820.75
0.8,0.6900000000000001,417017.32
0.8,0.7000000000000001,417223.08999999997
0.8,0.71,417223.08999999997
0.8,0.72,417223.08999999997
0.8,0.73,417223.08999999997
0.8,0.74,417223.08999999997
0.8,0.75,417234.71
0.8,0.76,417234.71
0.8,0.77,417234.71
0.8,0.78,417234.70999999996
0.8,0.79,417431.27999999997
0.8,0.8,417431.27999999997
0.8,0.81,417431.27999999997
0.8,0.8200000000000001,417431.27999999997
0.8,0.8300000000000001,417431.27999999997
0.8,0.84,417597.01
0.8,0.85,417597.01
0.8,0.86,417597.01
0.8,0.87,417597.01
0.8,0.88,417597.01
0.8,0.89,417803.19
0.8,0.9,417803.19
0.8,0.91,417979.29
0.8,0.92,418368.27999999997
0.8,0.93,418368.27999999997
0.8,0.9400000000000001,418368.27999999997
0.8,0.9500000000000001,418368.27999999997
0.8,0.96,418185.47
0.8,0.97,418185.47
0.8,0.98,418185.47
0.8,0.99,418185.47
0.8,1.0,418002.66
0.81,0.0,269092.88
0.81,0.01,352684.74
0.81,0.02,389865.4
0.81,0.03,398244.27
0.81,0.04,400594.18
0.81,0.05,402854.16
0.81,0.06,405329.62
0.81,0.07,406215.64
0.81,0.08,407678.69000000006
0.81,0.09,407189.43
0.81,0.1,407567.17
0.81,0.11,408009.45
0.81,0.12,408950.05
0.81,0.13,409740.67000000004
0.81,0.14,410269.49
0.81,0.15,409373.14
0.81,0.16,409220.65
0.81,0.17,408961.11000000004
0.81,0.18,408222.35
0.81,0.19,409002.07
0.81,0.2,409002.07
0.81,0.21,409264.48000000004
0.81,0.22,409412.85000000003
0.81,0.23,409539.66000000003
0.81,0.24,410457.85
0.81,0.25,411840.72000000003
0.81,0.26,411985.24000000005
0.81,0.27,411285.2
0.81,0.28,410290.8
0.81,0.29,410885.97
0.81,0.3,410626.42
0.81,0.31,410731.91
0.81,0.32,410745.67
0.81,0.33,410654.58999999997
0.81,0.34,410342.57999999996
0.81,0.35000000000000003,410342.57999999996
0.81,0.36,410937.57
0.81,0.37,410870.83999999997
0.81,0.38,410735.98
0.81,0.39,411108.08999999997
0.81,0.4,411108.08999999997
0.81,0.41000000000000003,410806.03
0.81,0.42,410806.03
0.81,0.43,411144.08
0.81,0.44,410978.35
0.81,0.45,412061.21
0.81,0.46,412267.39
0.81,0.47000000000000003,412852.95
0.81,0.48,413176.24
0.81,0.49,413281.73
0.81,0.5,413403.27
0.81,0.51,413745.1
0.81,0.52,413859.51999999996
0.81,0.53,413859.51999999996
0.81,0.54,414192.13
0.81,0.55,414393.57999999996
0.81,0.56,414393.57999999996
0.81,0.5700000000000001,415184.23
0.81,0.58,415310.06
0.81,0.59,415310.06
0.81,0.6,415662.26
0.81,0.61,415662.26
0.81,0.62,415662.26
0.81,0.63,415785.07
0.81,0.64,415785.07
0.81,0.65,415785.07
0.81,0.66,415785.07
0.81,0.67,415785.07
0.81,0.68,415785.07
0.81,0.6900000000000001,416820.75
0.81,0.7000000000000001,417017.32
0.81,0.71,417223.08999999997
0.81,0.72,417223.08999999997
0.81,0.73,417223.08999999997
0.81,0.74,417223.08999999997
0.81,0.75,417223.08999999997
0.81,0.76,417234.71
0.81,0.77,417234.71
0.81,0.78,417234.71
0.81,0.79,417234.70999999996
0.81,0.8,417431.27999999997
0.81,0.81,417431.27999999997
0.81,0.8200000000000001,417431.27999999997
0.81,0.8300000000000001,417431.27999999997
0.81,0.84,417431.27999999997
0.81,0.85,417597.01
0.81,0.86,417597.01
0.81,0.87,417597.01
0.81,0.88,417597.01
0.81,0.89,417597.01
0.81,0.9,417803.19
0.81,0.91,417803.19
0.81,0.92,417979.29
0.81,0.93,418368.27999999997
0.81,0.9400000000000001,418368.27999999997
0.81,0.9500000000000001,418368.27999999997
0.81,0.96,418368.27999999997
0.81,0.97,418185.47
0.81,0.98,418185.47
0.81,0.99,418185.47
0.81,1.0,418185.47
0.8200000000000001,0.0,269156.21
0.8200000000000001,0.01,352716.2
0.8200000000000001,0.02,390226.51
0.8200000000000001,0.03,397907.79000000004
0.8200000000000001,0.04,400664.81
0.8200000000000001,0.05,402671.81
0.8200000000000001,0.06,405375.39
0.8200000000000001,0.07,405938.73000000004
0.8200000000000001,0.08,407095.47
0.8200000000000001,0.09,407756.74
0.8200000000000001,0.1,407445.94000000006
0.8200000000000001,0.11,407667.14
0.8200000000000001,0.12,407984.39
0.8200000000000001,0.13,408488.85
0.8200000000000001,0.14,409545.39
0.8200000000000001,0.15,409313.1
0.8200000000000001,0.16,409183.97000000003
0.8200000000000001,0.17,408051.29
0.8200000000000001,0.18,407761.83999999997
0.8200000000000001,0.19,409184.88
0.8200000000000001,0.2,409002.07
0.8200000000000001,0.21,408674.77
0.8200000000000001,0.22,409595.66000000003
0.8200000000000001,0.23,409539.66000000003
0.8200000000000001,0.24,409822.93000000005
0.8200000000000001,0.25,410563.33999999997
0.8200000000000001,0.26,411907.92000000004
0.8200000000000001,0.27,411745.75
0.8200000000000001,0.28,411285.2
0.8200000000000001,0.29,410885.97
0.8200000000000001,0.3,410829.55
0.8200000000000001,0.31,410626.42
0.8200000000000001,0.32,410745.67
0.8200000000000001,0.33,410654.58999999997
0.8200000000000001,0.34,410620.32
0.8200000000000001,0.35000000000000003,410342.57999999996
0.8200000000000001,0.36,410399.0
0.8200000000000001,0.37,410870.83999999997
0.8200000000000001,0.38,411101.6
0.8200000000000001,0.39,410908.62
0.8200000000000001,0.4,411108.08999999997
0.8200000000000001,0.41000000000000003,411108.08999999997
0.8200000000000001,0.42,410806.03
0.8200000000000001,0.43,410831.87
0.8200000000000001,0.44,411144.08
0.8200000000000001,0.45,411174.92
0.8200000000000001,0.46,412061.21
0.8200000000000001,0.47000000000000003,412670.14
0.8200000000000001,0.48,413070.75
0.8200000000000001,0.49,413176.24
0.8200000000000001,0.5,413281.73
0.8200000000000001,0.51,413403.27
0.8200000000000001,0.52,413745.1
0.8200000000000001,0.53,413859.51999999996
0.8200000000000001,0.54,414192.13
0.8200000000000001,0.55,414192.13
0.8200000000000001,0.56,414393.57999999996
0.8200000000000001,0.5700000000000001,414804.85
0.8200000000000001,0.58,415184.23
0.8200000000000001,0.59,415310.06
0.8200000000000001,0.6,415662.26
0.8200000000000001,0.61,415662.26
0.8200000000000001,0.62,415662.26
0.8200000000000001,0.63,415694.98
0.8200000000000001,0.64,415785.07
0.8200000000000001,0.65,415785.07
0.8200000000000001,0.66,415785.07
0.8200000000000001,0.67,415785.07
0.8200000000000001,0.68,415785.07
0.8200000000000001,0.6900000000000001,416820.75
0.8200000000000001,0.7000000000000001,416820.75
0.8200000000000001,0.71,417017.32
0.8200000000000001,0.72,417223.08999999997
0.8200000000000001,0.73,417223.08999999997
0.8200000000000001,0.74,417223.08999999997
0.8200000000000001,0.75,417223.08999999997
0.8200000000000001,0.76,417234.71
0.8200000000000001,0.77,417234.71
0.8200000000000001,0.78,417234.71
0.8200000000000001,0.79,417234.71
0.8200000000000001,0.8,417234.70999999996
0.8200000000000001,0.81,417431.27999999997
0.8200000000000001,0.8200000000000001,417431.27999999997
0.8200000000000001,0.8300000000000001,417431.27999999997
0.8200000000000001,0.84,417431.27999999997
0.8200000000000001,0.85,417431.27999999997
0.8200000000000001,0.86,417597.01
0.8200000000000001,0.87,417597.01
0.8200000000000001,0.88,417597.01
0.8200000000000001,0.89,417597.01
0.8200000000000001,0.9,417597.01
0.8200000000000001,0.91,417803.19
0.8200000000000001,0.92,417803.19
0.8200000000000001,0.93,417979.29
0.8200000000000001,0.9400000000000001,418368.27999999997
0.8200000000000001,0.9500000000000001,418368.27999999997
0.8200000000000001,0.96,418368.27999999997
0.8200000000000001,0.97,418368.27999999997
0.8200000000000001,0.98,418185.47
0.8200000000000001,0.99,418185.47
0.8200000000000001,1.0,418185.47
0.8300000000000001,0.0,269156.21
0.8300000000000001,0.01,353259.07
0.8300000000000001,0.02,389582.66000000003
0.8300000000000001,0.03,398878.47
0.8300000000000001,0.04,400922.89
0.8300000000000001,0.05,402385.82
0.8300000000000001,0.06,405451.31
0.8300000000000001,0.07,406138.04
0.8300000000000001,0.08,407373.14
0.8300000000000001,0.09,407797.36
0.8300000000000001,0.1,407574.87
0.8300000000000001,0.11,407606.35
0.8300000000000001,0.12,406964.34
0.8300000000000001,0.13,407873.06000000006
0.8300000000000001,0.14,409450.65
0.8300000000000001,0.15,409352.39
0.8300000000000001,0.16,408274.15
0.8300000000000001,0.17,407257.2
0.8300000000000001,0.18,407761.83999999997
0.8300000000000001,0.19,408988.31
0.8300000000000001,0.2,409002.07
0.8300000000000001,0.21,408569.28
0.8300000000000001,0.22,409447.29000000004
0.8300000000000001,0.23,409912.3300000001
0.8300000000000001,0.24,409750.64
0.8300000000000001,0.25,410457.85
0.8300000000000001,0.26,411907.92000000004
0.8300000000000001,0.27,411995.80000000005
0.8300000000000001,0.28,411285.2
0.8300000000000001,0.29,410473.61
0.8300000000000001,0.3,410885.97
0.8300000000000001,0.31,410626.42
0.8300000000000001,0.32,410731.91
0.8300000000000001,0.33,410745.67
0.8300000000000001,0.34,410620.32
0.8300000000000001,0.35000000000000003,410342.57999999996
0.8300000000000001,0.36,410342.57999999996
0.8300000000000001,0.37,411071.33
0.8300000000000001,0.38,410870.83999999997
0.8300000000000001,0.39,410908.62
0.8300000000000001,0.4,411108.08999999997
0.8300000000000001,0.41000000000000003,411108.08999999997
0.8300000000000001,0.42,410806.03
0.8300000000000001,0.43,410806.03
0.8300000000000001,0.44,411144.08
0.8300000000000001,0.45,410978.35
0.8300000000000001,0.46,411764.63
0.8300000000000001,0.47000000000000003,412267.39
0.8300000000000001,0.48,412852.95
0.8300000000000001,0.49,413176.24
0.8300000000000001,0.5,413176.24
0.8300000000000001,0.51,413403.27
0.8300000000000001,0.52,413745.1
0.8300000000000001,0.53,413548.53
0.8300000000000001,0.54,413859.51999999996
0.8300000000000001,0.55,414192.13
0.8300000000000001,0.56,414393.57999999996
0.8300000000000001,0.5700000000000001,414393.57999999996
0.8300000000000001,0.58,415184.23
0.8300000000000001,0.59,415310.06
0.8300000000000001,0.6,415310.06
0.8300000000000001,0.61,415662.26
0.8300000000000001,0.62,415662.26
0.8300000000000001,0.63,415662.26
0.8300000000000001,0.64,415694.98
0.8300000000000001,0.65,415785.07
0.8300000000000001,0.66,415785.07
0.8300000000000001,0.67,415785.07
0.8300000000000001,0.68,415785.07
0.8300000000000001,0.6900000000000001,415785.07
0.8300000000000001,0.7000000000000001,416820.75
0.8300000000000001,0.71,416820.75
0.8300000000000001,0.72,417017.32
0.8300000000000001,0.73,417223.08999999997
0.8300000000000001,0.74,417223.08999999997
0.8300000000000001,0.75,417223.08999999997
0.8300000000000001,0.76,417223.08999999997
0.8300000000000001,0.77,417234.71
0.8300000000000001,0.78,417234.71
0.8300000000000001,0.79,417234.71
0.8300000000000001,0.8,417234.71
0.8300000000000001,0.81,417234.70999999996
0.8300000000000001,0.8200000000000001,417431.27999999997
0.8300000000000001,0.8300000000000001,417431.27999999997
0.8300000000000001,0.84,417431.27999999997
0.8300000000000001,0.85,417431.27999999997
0.8300000000000001,0.86,417431.27999999997
0.8300000000000001,0.87,417597.01
0.8300000000000001,0.88,417597.01
0.8300000000000001,0.89,417597.01
0.8300000000000001,0.9,417597.01
0.8300000000000001,0.91,417597.01
0.8300000000000001,0.92,417803.19
0.8300000000000001,0.93,417803.19
0.8300000000000001,0.9400000000000001,417979.29
0.8300000000000001,0.9500000000000001,418185.47
0.8300000000000001,0.96,418368.27999999997
0.8300000000000001,0.97,418368.27999999997
0.8300000000000001,0.98,418368.27999999997
0.8300000000000001,0.99,418185.47
0.8300000000000001,1.0,418185.47
0.84,0.0,269156.21
0.84,0.01,354276.52
0.84,0.02,389439.78
0.84,0.03,398577.07
0.84,0.04,401551.33999999997
0.84,0.05,402454.95
0.84,0.06,405785.78
0.84,0.07,406537.74
0.84,0.08,407405.9
0.84,0.09,407660.05
0.84,0.1,406865.18
0.84,0.11,406145.39
0.84,0.12,406210.31000000006
0.84,0.13,407202.82
0.84,0.14,407944.10000000003
0.84,0.15,408442.57000000007
0.84,0.16,408704.95000000007
0.84,0.17,407257.2
0.84,0.18,407796.28
0.84,0.19,409417.08
0.84,0.2,409002.07
0.84,0.21,408323.67000000004
0.84,0.22,409264.48000000004
0.84,0.23,409634.59
0.84,0.24,409750.64
0.84,0.25,410457.85
0.84,0.26,411562.98000000004
0.84,0.27,411985.24000000005
0.84,0.28,411285.2
0.84,0.29,410396.29000000004
0.84,0.3,410885.97
0.84,0.31,410809.23
0.84,0.32,410626.42
0.84,0.33,410745.67
0.84,0.34,410654.58999999997
0.84,0.35000000000000003,410620.32
0.84,0.36,410342.57999999996
0.84,0.37,410807.58
0.84,0.38,410870.83999999997
0.84,0.39,411101.6
0.84,0.4,410908.62
0.84,0.41000000000000003,411108.08999999997
0.84,0.42,411108.08999999997
0.84,0.43,410806.03
0.84,0.44,410831.87
0.84,0.45,411144.08
0.84,0.46,411174.92
0.84,0.47000000000000003,412061.21
0.84,0.48,412670.14
0.84,0.49,412852.95
0.84,0.5,413176.24
0.84,0.51,413281.73
0.84,0.52,413403.27
0.84,0.53,413745.1
0.84,0.54,413859.51999999996
0.84,0.55,413859.51999999996
0.84,0.56,414192.13
0.84,0.5700000000000001,414393.57999999996
0.84,0.58,414393.57999999996
0.84,0.59,415184.23
0.84,0.6,415310.06
0.84,0.61,415310.06
0.84,0.62,415662.26
0.84,0.63,415662.26
0.84,0.64,415662.26
0.84,0.65,415785.07
0.84,0.66,415785.07
0.84,0.67,415785.07
0.84,0.68,415785.07
0.84,0.6900000000000001,415785.07
0.84,0.7000000000000001,415785.07
0.84,0.71,416820.75
0.84,0.72,416820.75
0.84,0.73,417223.08999999997
0.84,0.74,417223.08999999997
0.84,0.75,417223.08999999997
0.84,0.76,417223.08999999997
0.84,0.77,417223.08999999997
0.84,0.78,417234.71
0.84,0.79,417234.71
0.84,0.8,417234.71
0.84,0.81,417234.71
0.84,0.8200000000000001,417234.70999999996
0.84,0.8300000000000001,417431.27999999997
0.84,0.84,417431.27999999997
0.84,0.85,417431.27999999997
0.84,0.86,417431.27999999997
0.84,0.87,417431.27999999997
0.84,0.88,417597.01
0.84,0.89,417597.01
0.84,0.9,417597.01
0.84,0.91,417597.01
0.84,0.92,417597.01
0.84,0.93,417803.19
0.84,0.9400000000000001,417803.19
0.84,0.9500000000000001,417803.19
0.84,0.96,418185.47
0.84,0.97,418368.27999999997
0.84,0.98,418368.27999999997
0.84,0.99,418368.27999999997
0.84,1.0,418185.47
0.85,0.0,268971.21
0.85,0.01,354093.35
0.85,0.02,390904.68
0.85,0.03,399096.72000000003
0.85,0.04,402045.7
0.85,0.05,402594.9
0.85,0.06,406421.87
0.85,0.07,406789.12
0.85,0.08,406852.14
0.85,0.09,405981.45999999996
0.85,0.1,405153.2
0.85,0.11,405610.88
0.85,0.12,406169.44
0.85,0.13,406712.89
0.85,0.14,407034.28
0.85,0.15,408622.4700000001
0.85,0.16,407886.81
0.85,0.17,407257.2
0.85,0.18,407796.28
0.85,0.19,407861.85
0.85,0.2,409002.07
0.85,0.21,409002.07
0.85,0.22,409264.48000000004
0.85,0.23,409595.66000000003
0.85,0.24,409539.66000000003
0.85,0.25,410457.85
0.85,0.26,410563.33999999997
0.85,0.27,411907.92000000004
0.85,0.28,411745.75
0.85,0.29,411285.2
0.85,0.3,410885.97
0.85,0.31,410829.55
0.85,0.32,410626.42
0.85,0.33,410549.1
0.85,0.34,410654.58999999997
0.85,0.35000000000000003,410620.32
0.85,0.36,410342.57999999996
0.85,0.37,410399.0
0.85,0.38,411071.33
0.85,0.39,410870.83999999997
0.85,0.4,410908.62
0.85,0.41000000000000003,411108.08999999997
0.85,0.42,411108.08999999997
0.85,0.43,410806.03
0.85,0.44,410806.03
0.85,0.45,411144.08
0.85,0.46,410978.35
0.85,0.47000000000000003,411764.63
0.85,0.48,412267.39
0.85,0.49,412852.95
0.85,0.5,413070.75
0.85,0.51,413176.24
0.85,0.52,413206.69999999995
0.85,0.53,413745.1
0.85,0.54,413745.1
0.85,0.55,413859.51999999996
0.85,0.56,414192.13
0.85,0.5700000000000001,414192.13
0.85,0.58,414393.57999999996
0.85,0.59,414804.85
0.85,0.6,415184.23
0.85,0.61,415310.06
0.85,0.62,415310.06
0.85,0.63,415662.26
0.85,0.64,415662.26
0.85,0.65,415662.26
0.85,0.66,415785.07
0.85,0.67,415785.07
0.85,0.68,415785.07
0.85,0.6900000000000001,415785.07
0.85,0.7000000000000001,415785.07
0.85,0.71,415785.07
0.85,0.72,416820.75
0.85,0.73,416820.75
0.85,0.74,417223.08999999997
0.85,0.75,417223.08999999997
0.85,0.76,417223.08999999997
0.85,0.77,417223.08999999997
0.85,0.78,417223.08999999997
0.85,0.79,417234.71
0.85,0.8,417234.71
0.85,0.81,417234.71
0.85,0.8200000000000001,417234.71
0.85,0.8300000000000001,417234.70999999996
0.85,0.84,417431.27999999997
0.85,0.85,417431.27999999997
0.85,0.86,417431.27999999997
0.85,0.87,417431.27999999997
0.85,0.88,417431.27999999997
0.85,0.89,417597.01
0.85,0.9,417597.01
0.85,0.91,417597.01
0.85,0.92,417597.01
0.85,0.93,417597.01
0.85,0.9400000000000001,417803.19
0.85,0.9500000000000001,417803.19
0.85,0.96,417803.19
0.85,0.97,418185.47
0.85,0.98,418368.27999999997
0.85,0.99,418368.27999999997
0.85,1.0,418368.27999999997
0.86,0.0,269056.36
0.86,0.01,357217.9600000001
0.86,0.02,391390.85000000003
0.86,0.03,399818.03
0.86,0.04,402129.32
0.86,0.05,403735.32
0.86,0.06,406749.82000000007
0.86,0.07,406578.08
0.86,0.08,405695.41000000003
0.86,0.09,405530.6
0.86,0.1,405518.53
0.86,0.11,405552.49
0.86,0.12,405820.82999999996
0.86,0.13,405937.02
0.86,0.14,406875.31000000006
0.86,0.15,408254.32
0.86,0.16,408082.07
0.86,0.17,408006.48
0.86,0.18,407690.79
0.86,0.19,407861.85
0.86,0.2,409184.88
0.86,0.21,409002.07
0.86,0.22,408674.77
0.86,0.23,409595.66000000003
0.86,0.24,409912.3300000001
0.86,0.25,409750.64
0.86,0.26,410563.33999999997
0.86,0.27,411907.92000000004
0.86,0.28,411995.80000000005
0.86,0.29,411285.2
0.86,0.3,410473.61
0.86,0.31,410885.97
0.86,0.32,410626.42
0.86,0.33,410731.91
0.86,0.34,410745.67
0.86,0.35000000000000003,410654.58999999997
0.86,0.36,410620.32
0.86,0.37,410342.57999999996
0.86,0.38,410807.58
0.86,0.39,410870.83999999997
0.86,0.4,411101.6
0.86,0.41000000000000003,410908.62
0.86,0.42,411108.08999999997
0.86,0.43,411108.08999999997
0.86,0.44,410806.03
0.86,0.45,410831.87
0.86,0.46,411144.08
0.86,0.47000000000000003,411174.92
0.86,0.48,412061.21
0.86,0.49,412670.14
0.86,0.5,412852.95
0.86,0.51,413176.24
0.86,0.52,413281.73
0.86,0.53,413403.27
0.86,0.54,413745.1
0.86,0.55,413859.51999999996
0.86,0.56,413859.51999999996
0.86,0.5700000000000001,414192.13
0.86,0.58,414393.57999999996
0.86,0.59,414393.57999999996
0.86,0.6,415001.42
0.86,0.61,415184.23
0.86,0.62,415310.06
0.86,0.63,415662.26
0.86,0.64,415662.26
0.86,0.65,415662.26
0.86,0.66,415694.98
0.86,0.67,415785.07
0.86,0.68,415785.07
0.86,0.6900000000000001,415785.07
0.86,0.7000000000000001,415785.07
0.86,0.71,415785.07
0.86,0.72,415785.07
0.86,0.73,416820.75
0.86,0.74,417017.32
0.86,0.75,417223.08999999997
0.86,0.76,417223.08999999997
0.86,0.77,417223.08999999997
0.86,0.78,417223.08999999997
0.86,0.79,417223.08999999997
0.86,0.8,417234.71
0.86,0.81,417234.71
0.86,0.8200000000000001,417234.71
0.86,0.8300000000000001,417234.71
0.86,0.84,417234.70999999996
0.86,0.85,417431.27999999997
0.86,0.86,417431.27999999997
0.86,0.87,417431.27999999997
0.86,0.88,417431.27999999997
0.86,0.89,417431.27999999997
0.86,0.9,417597.01
0.86,0.91,417597.01
0.86,0.92,417597.01
0.86,0.93,417597.01
0.86,0.9400000000000001,417597.01
0.86,0.9500000000000001,417803.19
0.86,0.96,417803.19
0.86,0.97,417803.19
0.86,0.98,418185.47
0.86,0.99,418368.27999999997
0.86,1.0,418368.27999999997
0.87,0.0,269338.63
0.87,0.01,358463.64
0.87,0.02,392207.18
0.87,0.03,399767.09
0.87,0.04,402365.55000000005
0.87,0.05,404205.72
0.87,0.06,405887.19999999995
0.87,0.07,404901.56000000006
0.87,0.08,404573.02
0.87,0.09,405895.93
0.87,0.1,405994.72000000003
0.87,0.11,405139.48
0.87,0.12,404784.17000000004
0.87,0.13,405773.57
0.87,0.14,406568.29000000004
0.87,0.15,408254.32
0.87,0.16,408082.07
0.87,0.17,407913.65
0.87,0.18,407091.47
0.87,0.19,407761.83999999997
0.87,0.2,409184.88
0.87,0.21,409002.07
0.87,0.22,408569.28
0.87,0.23,409447.29000000004
0.87,0.24,409912.3300000001
0.87,0.25,409750.64
0.87,0.26,410457.85
0.87,0.27,411759.55000000005
0.87,0.28,411985.24000000005
0.87,0.29,411285.2
0.87,0.3,410396.29000000004
0.87,0.31,410885.97
0.87,0.32,410809.23
0.87,0.33,410626.42
0.87,0.34,410745.67
0.87,0.35000000000000003,410654.58999999997
0.87,0.36,410620.32
0.87,0.37,410342.57999999996
0.87,0.38,410399.0
0.87,0.39,410870.83999999997
0.87,0.4,410870.83999999997
0.87,0.41000000000000003,410908.62
0.87,0.42,411108.08999999997
0.87,0.43,411108.08999999997
0.87,0.44,410806.03
0.87,0.45,410806.03
0.87,0.46,411144.08
0.87,0.47000000000000003,410978.35
0.87,0.48,411764.63
0.87,0.49,412267.39
0.87,0.5,412852.95
0.87,0.51,413070.75
0.87,0.52,413176.24
0.87,0.53,413281.73
0.87,0.54,413403.27
0.87,0.55,413745.1
0.87,0.56,413859.51999999996
0.87,0.5700000000000001,413859.51999999996
0.87,0.58,414192.13
0.87,0.59,414393.57999999996
0.87,0.6,414393.57999999996
0.87,0.61,415184.23
0.87,0.62,415310.06
0.87,0.63,415310.06
0.87,0.64,415662.26
0.87,0.65,415662.26
0.87,0.66,415662.26
0.87,0.67,415694.98
0.87,0.68,415785.07
0.87,0.6900000000000001,415785.07
0.87,0.7000000000000001,415785.07
0.87,0.71,415785.07
0.87,0.72,415785.07
0.87,0.73,415785.07
0.87,0.74,416820.75
0.87,0.75,417017.32
0.87,0.76,417223.08999999997
0.87,0.77,417223.08999999997
0.87,0.78,417223.08999999997
0.87,0.79,417223.08999999997
0.87,0.8,417223.08999999997
0.87,0.81,417234.71
0.87,0.8200000000000001,417234.71
0.87,0.8300000000000001,417234.71
0.87,0.84,417234.71
0.87,0.85,417234.70999999996
0.87,0.86,417431.27999999997
0.87,0.87,417431.27999999997
0.87,0.88,417431.27999999997
0.87,0.89,417431.27999999997
0.87,0.9,417431.27999999997
0.87,0.91,417431.27999999997
0.87,0.92,417597.01
0.87,0.93,417597.01
0.87,0.9400000000000001,417597.01
0.87,0.9500000000000001,417597.01
0.87,0.96,417803.19
0.87,0.97,417803.19
0.87,0.98,417803.19
0.87,0.99,417979.29
0.87,1.0,418368.27999999997
0.88,0.0,269398.70999999996
0.88,0.01,359350.44000000006
0.88,0.02,393139.17000000004
0.88,0.03,400157.84
0.88,0.04,402888.52
0.88,0.05,404310.68999999994
0.88,0.06,404193.91000000003
0.88,0.07,404761.87
0.88,0.08,405192.68000000005
0.88,0.09,406904.96
0.88,0.1,405615.29000000004
0.88,0.11,404742.99
0.88,0.12,404733.67000000004
0.88,0.13,405427.91000000003
0.88,0.14,406568.29000000004
0.88,0.15,408254.32
0.88,0.16,408082.07
0.88,0.17,407913.65
0.88,0.18,407257.2
0.88,0.19,407761.83999999997
0.88,0.2,409171.12
0.88,0.21,409002.07
0.88,0.22,408323.67000000004
0.88,0.23,409264.48000000004
0.88,0.24,409428.13
0.88,0.25,409539.66000000003
0.88,0.26,410457.85
0.88,0.27,411301.63
0.88,0.28,411802.43000000005
0.88,0.29,411745.75
0.88,0.3,411285.2
0.88,0.31,410885.97
0.88,0.32,410829.55
0.88,0.33,410626.42
0.88,0.34,410731.91
0.88,0.35000000000000003,410745.67
0.88,0.36,410620.32
0.88,0.37,410342.57999999996
0.88,0.38,410342.57999999996
0.88,0.39,410807.58
0.88,0.4,410870.83999999997
0.88,0.41000000000000003,411101.6
0.88,0.42,410908.62
0.88,0.43,411108.08999999997
0.88,0.44,411108.08999999997
0.88,0.45,410806.03
0.88,0.46,410806.03
0.88,0.47000000000000003,411144.08
